"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"3337","Fecal samples",NA,NA,NA,"BiologicalSample","Biological specimen",2,2
"3338","PFGE",NA,NA,NA,"Laboratory Technique","Process",2,2
"3339","Antimicrobial susceptibility testing",NA,NA,NA,"Laboratory_test",NA,1,1
"3340","zoonotic pathogen",NA,NA,NA,"Bacterium",NA,1,1
"3341","Microscopic examination",NA,NA,NA,"Laboratory technique",NA,1,1
"3342","Formalin-ether concentration",NA,NA,NA,"Laboratory technique",NA,1,1
"3343","Clean and properly labelled containers",NA,NA,NA,"LaboratoryEquipment",NA,1,1
"3344","3 gm",NA,NA,NA,"Unit of measurement (mass)",NA,1,1
"3345","Ova",NA,NA,NA,"Life stage",NA,1,1
"3346","Larvae",NA,NA,NA,"Life stage",NA,1,1
"3347","Oocyst",NA,NA,NA,"Life stage",NA,1,1
"3348","Gastro-intestinal parasites",NA,NA,NA,"Intestinal Parasitic Organism",NA,1,1
"3349","Zoonotic intestinal parasites",NA,NA,NA,"Parasitic organism",NA,1,1
"3350","Human welfare",NA,NA,NA,"Public Health Concern",NA,1,1
"3351","27.1%",NA,NA,NA,"Prevalence",NA,1,1
"3352","37.3%",NA,NA,NA,"Prevalence",NA,1,1
"3353","8.5%",NA,NA,NA,"Prevalence",NA,1,1
"3354","10.2%",NA,NA,NA,"Prevalence",NA,1,1
"3355","20.3%",NA,NA,NA,"Prevalence",NA,1,1
"3356","83.1%",NA,NA,NA,"Prevalence",NA,1,1
"3357","16.9%",NA,NA,NA,"Prevalence",NA,1,1
"3358","3.3%",NA,NA,NA,"Prevalence",NA,1,1
"3359","13.3%",NA,NA,NA,"Prevalence",NA,1,1
"3360","11.9%",NA,NA,NA,"Prevalence",NA,1,1
"3361","36.6%",NA,NA,NA,"Prevalence",NA,1,1
"3362","4.9%",NA,NA,NA,"Prevalence",NA,1,1
"3363","61.0%",NA,NA,NA,"Prevalence",NA,1,1
"3364","24.4%",NA,NA,NA,"Prevalence",NA,1,1
"3365","34.2%",NA,NA,NA,"Prevalence",NA,1,1
"3366","22.0%",NA,NA,NA,"Prevalence",NA,1,1
"3367","29.3%",NA,NA,NA,"Prevalence",NA,1,1
"3368","Long-tailed macaques",NA,NA,NA,"Species",NA,1,1
"3369","Parasite",NA,NA,NA,"Eukaryotic parasite",NA,1,1
"3370","Human-provided food",NA,NA,NA,"Food Supplement",NA,1,1
"3371","Anthropogenically modified environments",NA,NA,NA,"Habitat",NA,1,1
"3372","Wildlife",NA,NA,NA,"Host",NA,1,1
"3373","Ecosystem",NA,NA,NA,"Biological ecosystem",NA,1,1
"3374","Health",NA,NA,NA,"EcosystemHealth",NA,1,1
"3375","Quantitative centrifugation concentration techniques",NA,NA,NA,"Method",NA,1,1
"3376","Sugar",NA,NA,NA,"Chemical substance",NA,1,1
"3377","Zinc sulfate",NA,NA,NA,"Chemical substance",NA,1,1
"3378","Bright-field microscopy",NA,NA,NA,"Method",NA,1,1
"3379","Phase microscopy",NA,NA,NA,"Method",NA,1,1
"3380","Wet season",NA,NA,NA,"SeasonalPeriod","Environmental phenomenon",2,2
"3381","Domestic animals",NA,NA,NA,"Animal Host",NA,1,1
"3382","Alouatta palliata",NA,NA,NA,"Species",NA,1,1
"3383","Ateles geoffroyii",NA,NA,NA,"Species",NA,1,1
"3384","662",NA,NA,NA,"Count",NA,1,1
"3385","86",NA,NA,NA,"Number of organisms",NA,1,1
"3386","two groups",NA,NA,NA,"Population subgroup",NA,1,1
"3387","Contracaecum",NA,NA,NA,"Genus",NA,1,1
"3388","SEM",NA,NA,NA,"Scanning Electron Microscope",NA,1,1
"3389","biased parasitism",NA,NA,NA,"Biological Process",NA,1,1
"3390","parasites",NA,NA,NA,"Organism",NA,1,1
"3391","structuring of communities",NA,NA,NA,"Process",NA,1,1
"3392","evolution of biodiversity",NA,NA,NA,"Process",NA,1,1
"3393","vertebrate species",NA,NA,NA,"Organism Classification","Host",2,2
"3394","oestrogen metabolites",NA,NA,NA,"Hormone metabolite",NA,1,1
"3395","androgen metabolite levels",NA,NA,NA,"Measurement",NA,1,1
"3396","Anthelmintics",NA,NA,NA,"Pharmaceutical",NA,1,1
"3397","Southern Florida",NA,NA,NA,"Geographic Region",NA,1,1
"3398","Six counties",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3399","Thirty-five",NA,NA,NA,"Number",NA,1,1
"3400","Seventeen",NA,NA,NA,"Number",NA,1,1
"3401","Eighteen",NA,NA,NA,"Number",NA,1,1
"3402","One",NA,NA,NA,"Number",NA,1,1
"3403","Six",NA,NA,NA,"Number",NA,1,1
"3404","Two",NA,NA,NA,"Number",NA,1,1
"3405","Nine",NA,NA,NA,"Number",NA,1,1
"3406","One hundred",NA,NA,NA,"Number",NA,1,1
"3407","Ninety-one",NA,NA,NA,"Number",NA,1,1
"3408","Eighty-nine",NA,NA,NA,"Number",NA,1,1
"3409","Ten",NA,NA,NA,"Number",NA,1,1
"3410","Six mo",NA,NA,NA,"TimePeriod",NA,1,1
"3411","Nine mo",NA,NA,NA,"TimePeriod",NA,1,1
"3412","Less or equal to six mo",NA,NA,NA,"AgeRange",NA,1,1
"3413","Between six and nine mo",NA,NA,NA,"Age range",NA,1,1
"3414","Greater than nine mo",NA,NA,NA,"Age range",NA,1,1
"3415","Helminth faunas",NA,NA,NA,"Property",NA,1,1
"3416","Helminth intensities",NA,NA,NA,"Property",NA,1,1
"3417","Helminth prevalences",NA,NA,NA,"Property",NA,1,1
"3418","Parasite misidentification",NA,NA,NA,"Error or Fault",NA,1,1
"3419","Coyotes",NA,NA,NA,"Animal",NA,1,1
"3420","Oklahoma",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3421","Bronchi",NA,NA,NA,"Anatomical Structure",NA,1,1
"3422","Field examinations",NA,NA,NA,"Medical examination",NA,1,1
"3423","Laboratory examinations",NA,NA,NA,"Necropsy",NA,1,1
"3424","195 coyotes",NA,NA,NA,"BiologicalSample",NA,1,1
"3425","Helminths",NA,NA,NA,"Parasitic worm",NA,1,1
"3426","Feces",NA,NA,NA,"BiologicalSample",NA,1,1
"3427","Capillaria spp",NA,NA,NA,"Parasitic nematode species",NA,1,1
"3428","Older",NA,NA,NA,"AgeGroup",NA,1,1
"3429","Younger",NA,NA,NA,"AgeGroup",NA,1,1
"3430","Aleutian disease",NA,NA,NA,"Disease",NA,1,1
"3431","420",NA,NA,NA,"Quantity","Page number",2,2
"3432","two thirds",NA,NA,NA,"Proportion","Fraction",2,2
"3433","February-March",NA,NA,NA,"Time period",NA,1,1
"3434","September-December",NA,NA,NA,"Time period",NA,1,1
"3435","genotype",NA,NA,NA,"OrganismAttribute","Biological trait",2,2
"3436","traumatic lesions",NA,NA,NA,"Pathological lesion",NA,1,1
"3437","hemorrhagic lesions",NA,NA,NA,"Injury",NA,1,1
"3438","no differences",NA,NA,NA,"Observation",NA,1,1
"3439","blocks",NA,NA,NA,"Tissue Blocks",NA,1,1
"3440","frozen",NA,NA,NA,"State",NA,1,1
"3441","3 different locations",NA,NA,NA,"GeographicLocation",NA,1,1
"3442","lateral, internal cuticular ridge",NA,NA,NA,"Anatomical structure","Tissue",2,2
"3443","107 days",NA,NA,NA,"Duration",NA,1,1
"3444","Bâ",NA,NA,NA,"Person",NA,1,1
"3445","Marchand",NA,NA,NA,"Person",NA,1,1
"3446","high rate",NA,NA,NA,"Frequency",NA,1,1
"3447","unusually high rate",NA,NA,NA,"Frequency",NA,1,1
"3448","fecal material",NA,NA,NA,"Waste","Biological sample",2,2
"3449","Female L. curvispiculum",NA,NA,NA,"Species",NA,1,1
"3450","adult tapeworm infection",NA,NA,NA,"Disease","Disease",2,1
"3451","life cycles",NA,NA,NA,"Biological process","Biological life cycles",2,2
"3452","infectivity",NA,NA,NA,"Biological process",NA,1,1
"3453","one of every 4",NA,NA,NA,"Proportion",NA,1,1
"3454","at least a third",NA,NA,NA,"Proportion",NA,1,1
"3455","over half",NA,NA,NA,"Proportion",NA,1,1
"3456","one week",NA,NA,NA,"TimePeriod",NA,1,1
"3457","Adult worms",NA,NA,NA,"Helminth",NA,1,1
"3458","Stools",NA,NA,NA,"Biological Substance",NA,1,1
"3459","Survey",NA,NA,NA,"Epidemiological survey",NA,1,1
"3460","Future development",NA,NA,NA,"Project/Initiative",NA,1,1
"3461","directly transmitted parasites",NA,NA,NA,"Parasitic Organism","Parasite",2,2
"3462","body contact",NA,NA,NA,"Physical Interaction","Physical Interaction",2,1
"3463","contact with contaminated items",NA,NA,NA,"Environmental Factor",NA,1,1
"3464","exposure of individuals to parasites",NA,NA,NA,"Risk Factor",NA,1,1
"3465","infection by directly transmitted parasites",NA,NA,NA,"Disease",NA,1,1
"3466","crusty, scabby lesions",NA,NA,NA,"Cutaneous lesion",NA,1,1
"3467","debilitated",NA,NA,NA,"Disease_or_Syndrome",NA,1,1
"3468","euthanasia",NA,NA,NA,"Medical Procedure","Veterinary Procedure",2,2
"3469","Setaria Viborg",NA,NA,NA,"Species",NA,1,1
"3470","north",NA,NA,NA,"GeographicDirection",NA,1,1
"3471","Mönnig's material",NA,NA,NA,"Biological specimen",NA,1,1
"3472","anterior region",NA,NA,NA,"BodyRegion",NA,1,1
"3473","posterior region",NA,NA,NA,"Anatomical Structure",NA,1,1
"3474","material collected from roan antelopes, sable antelopes and gemsbuck",NA,NA,NA,"Biological Sample",NA,1,1
"3475","measurements of adult worms",NA,NA,NA,"MorphometricData",NA,1,1
"3476","anterior and posterior regions of the female worms",NA,NA,NA,"BodyRegion",NA,1,1
"3477","Four",NA,NA,NA,"Quantity",NA,1,1
"3478","sporulated oocysts",NA,NA,NA,"Structure",NA,1,1
"3479","length",NA,NA,NA,"Property",NA,1,1
"3480","width",NA,NA,NA,"Property",NA,1,1
"3481","length:width ratio",NA,NA,NA,"Property",NA,1,1
"3482","partial sequence",NA,NA,NA,"DNA sequence",NA,1,1
"3483","granulomatous nodules",NA,NA,NA,"Lesion","Pathological finding",2,2
"3484","28.9 ± 3.4 μm",NA,NA,NA,"Length",NA,1,1
"3485","Tana River red colobus",NA,NA,NA,"Species",NA,1,1
"3486","Mayer",NA,NA,NA,"Person",NA,1,1
"3487","1934",NA,NA,NA,"Year",NA,1,1
"3488","L.",NA,NA,NA,"Person",NA,1,1
"3489","1766",NA,NA,NA,"Year",NA,1,1
"3490","Faecal helminth egg",NA,NA,NA,"Parasitic egg",NA,1,1
"3491","southwestern Namibia",NA,NA,NA,"Geographic Region","Geographical Location",2,2
"3492","fresh lion scats",NA,NA,NA,"BiologicalSample","Biological Sample",2,2
"3493","sporadic deworming",NA,NA,NA,"Therapeutic procedure",NA,1,1
"3494","Boabeng-Fiema Monkey Sanctuary",NA,NA,NA,"Wildlife Sanctuary","Location",2,2
"3495","Anthropozoonotic transmission",NA,NA,NA,"Disease Transmission Route",NA,1,1
"3496","Zoonotic transmission",NA,NA,NA,"Biological Process",NA,1,1
"3497","Long wet season",NA,NA,NA,"SeasonalPeriod",NA,1,1
"3498","Long dry",NA,NA,NA,"Season",NA,1,1
"3499","incidence of infection",NA,NA,NA,"DiseasePrevalence",NA,1,1
"3500","three baboon troops",NA,NA,NA,"StudyGroup",NA,1,1
"3501","prevalence",NA,NA,NA,"DiseasePrevalence",NA,1,1
"3502","individual monkeys",NA,NA,NA,"Host",NA,1,1
"3503","individual mangabeys",NA,NA,NA,"Host",NA,1,1
"3504","statistically significant",NA,NA,NA,"Property",NA,1,1
"3505","Digenea",NA,NA,NA,"Class of parasitic flatworms","Taxonomic family",2,2
"3506","Heterophyidae",NA,NA,NA,"Family","Family",2,1
"3507","melanic",NA,NA,NA,"Property",NA,1,1
"3508","soft",NA,NA,NA,"Property",NA,1,1
"3509","fetid",NA,NA,NA,"Property",NA,1,1
"3510","bloody",NA,NA,NA,"Property",NA,1,1
"3511","material",NA,NA,NA,"Tissue",NA,1,1
"3512","severe enteritis",NA,NA,NA,"Disease",NA,1,1
"3513","Southern Cameroon",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3514","Sleeping sickness",NA,NA,NA,"Disease",NA,1,1
"3515","high prevalence",NA,NA,NA,"DiseasePrevalence",NA,1,1
"3516","Histopathologic features",NA,NA,NA,"DiseaseFeature",NA,1,1
"3517","nodular lesions",NA,NA,NA,"Pathological anatomical structure","Pathological finding",2,2
"3518","Sarcoptic mange",NA,NA,NA,"Disease",NA,1,1
"3519","normal animals",NA,NA,NA,"Organism",NA,1,1
"3520","eight southeastern states",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3521","four of the eight southeastern states",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3522","19 of 29 yr",NA,NA,NA,"TimePeriod",NA,1,1
"3523","three of the foxes",NA,NA,NA,"AnimalGroup",NA,1,1
"3524","three others",NA,NA,NA,"GROUP",NA,1,1
"3525","<2 microm",NA,NA,NA,"Measurement","Measurement",2,1
"3526","cyst wall",NA,NA,NA,"Anatomical Structure",NA,1,1
"3527","sections of heart muscle",NA,NA,NA,"Tissue Sample",NA,1,1
"3528","histological examinations",NA,NA,NA,"Medical Test","Medical Procedure",2,2
"3529","minute undulations",NA,NA,NA,"Morphological feature",NA,1,1
"3530","thick cyst wall",NA,NA,NA,"Sarcocyst wall",NA,1,1
"3531","Toxoplasma gondii tachyzoites",NA,NA,NA,"Parasitic protozoan stage",NA,1,1
"3532","Rabies antigen",NA,NA,NA,"Viral antigen",NA,1,1
"3533","captivity",NA,NA,NA,"environmental_location",NA,1,1
"3534","intralesional protozoa",NA,NA,NA,"Pathogen",NA,1,1
"3535","immunohistochemistry",NA,NA,NA,"Laboratory Technique",NA,1,1
"3536","free-ranging gorillas",NA,NA,NA,"Host","Animal",2,2
"3537","loss of food trees",NA,NA,NA,"Event",NA,1,1
"3538","pathogen dynamics",NA,NA,NA,"Biological Process","Process",2,2
"3539","resident wildlife populations",NA,NA,NA,"Host","Ecosystem component",2,2
"3540","baseline for prevalence",NA,NA,NA,"Reference Value",NA,1,1
"3541","Cattle",NA,NA,NA,"Host",NA,1,1
"3542","Fallow deer",NA,NA,NA,"Organism::Eukaryote::Metazoa::Chordata::Vertebrata::Mammalia::Artiodactyla::Cervidae::Cervus::Cervus dama",NA,1,1
"3543","Red deer",NA,NA,NA,"Species",NA,1,1
"3544","Roe deer",NA,NA,NA,"Species",NA,1,1
"3545","Isoenzyme",NA,NA,NA,"Measurement",NA,1,1
"3546","Trypanosome lysates",NA,NA,NA,"BiologicalSample",NA,1,1
"3547","Data",NA,NA,NA,"Measurement",NA,1,1
"3548","Molecular karyotypes",NA,NA,NA,"Measurement",NA,1,1
"3549","Kilobase (kb)",NA,NA,NA,"Unit of length (molecular biology)",NA,1,1
"3550","DARC",NA,NA,NA,"Gene",NA,1,1
"3551","Papio",NA,NA,NA,"Species",NA,1,1
"3552","susceptibility",NA,NA,NA,"DiseaseSusceptibility","Biological susceptibility",2,2
"3553","carnivore",NA,NA,NA,"Animal",NA,1,1
"3554","unknown aetiology",NA,NA,NA,"Cause",NA,1,1
"3555","spatial distribution",NA,NA,NA,"GeographicDistribution",NA,1,1
"3556","conservation effort",NA,NA,NA,"Environmental Conservation Initiative",NA,1,1
"3557","serum",NA,NA,NA,"Blood Serum","Biological sample",2,2
"3558","M segment sequences",NA,NA,NA,"Gene segment sequences",NA,1,1
"3559","AJ245641",NA,NA,NA,"Nucleic acid sequence",NA,1,1
"3560","in vitro transcribed viral RNA",NA,NA,NA,"RNA molecule",NA,1,1
"3561","nodavirus nucleotide sequence",NA,NA,NA,"Viral genome sequence",NA,1,1
"3562","Borna disease virus RNA",NA,NA,NA,"Viral RNA",NA,1,1
"3563","immunofluorescence",NA,NA,NA,"Laboratory Technique",NA,1,1
"3564","sequence analysis",NA,NA,NA,"Laboratory Technique",NA,1,1
"3565","phylogenetic analysis",NA,NA,NA,"Research Technique","Biological Technique",2,2
"3566","electron microscopy",NA,NA,NA,"Diagnostic Technique",NA,1,1
"3567","RNA-dependent-RNA polymerase (RdRp)",NA,NA,NA,"Viral enzyme","Viral enzyme",2,1
"3568","Hemagglutination inhibition",NA,NA,NA,"Laboratory test",NA,1,1
"3569","Serum",NA,NA,NA,"Sample type",NA,1,1
"3570","Mucus",NA,NA,NA,"Sample type",NA,1,1
"3571","Influenza",NA,NA,NA,"Influenza A",NA,1,1
"3572","Yellow Fever virus",NA,NA,NA,"Virus",NA,1,1
"3573","subsequent investigations",NA,NA,NA,"Event",NA,1,1
"3574","monkey carcasses",NA,NA,NA,"Specimen","Event",2,2
"3575","forests",NA,NA,NA,"Habitat",NA,1,1
"3576","northwestern RGS municipality",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3577","50",NA,NA,NA,"Amino acid position",NA,1,1
"3578","largest YF outbreak",NA,NA,NA,"Event",NA,1,1
"3579","conserved nucleoprotein gene",NA,NA,NA,"Gene",NA,1,1
"3580","wildlife carnivore host",NA,NA,NA,"Animal Species",NA,1,1
"3581","hepatitis B virus variant",NA,NA,NA,"Virus strain",NA,1,1
"3582","preS1 hepatocyte receptor",NA,NA,NA,"Receptor",NA,1,1
"3583","experimental inoculation",NA,NA,NA,"Laboratory Procedure","Process",2,2
"3584","routine rabies diagnosis",NA,NA,NA,"Medical Test",NA,1,1
"3585","brain sample",NA,NA,NA,"Sample",NA,1,1
"3586","stone marten brain sample",NA,NA,NA,"Sample",NA,1,1
"3587","adjacent area",NA,NA,NA,"GeographicLocation",NA,1,1
"3588","Lyssavirus",NA,NA,NA,"Virus",NA,1,1
"3589","Virus neutralization assays",NA,NA,NA,"Laboratory technique",NA,1,1
"3590","Neutralizing antibodies",NA,NA,NA,"Antibody subtype","Biological molecule",2,2
"3591","Fruit bats",NA,NA,NA,"Organism::Eukaryote::Animal::Chordate::Mammal::Chiropteran",NA,1,1
"3592","335",NA,NA,NA,"Count",NA,1,1
"3593","pseudorabies",NA,NA,NA,"Disease","Virus",2,2
"3594","Sus scrofa",NA,NA,NA,"Species",NA,1,1
"3595","sites",NA,NA,NA,"Location",NA,1,1
"3596","P",NA,NA,NA,"P-value",NA,1,1
"3597","0.62",NA,NA,NA,"P-value",NA,1,1
"3598","0.05",NA,NA,NA,"P-value",NA,1,1
"3599","domestic swine population",NA,NA,NA,"Organism Population","Animal Group",2,2
"3600","22%",NA,NA,NA,"Prevalence","Percentage",2,2
"3601","Iberian Peninsula",NA,NA,NA,"GeographicRegion",NA,1,1
"3602","Infectious pancreatic necrosis",NA,NA,NA,"Disease",NA,1,1
"3603","Viral hemorrhagic septicemia",NA,NA,NA,"Disease",NA,1,1
"3604","Viral nervous necrosis",NA,NA,NA,"Disease",NA,1,1
"3605","Sampling sites",NA,NA,NA,"Location",NA,1,1
"3606","Coast",NA,NA,NA,"GeographicLocation",NA,1,1
"3607","44.4%",NA,NA,NA,"Prevalence",NA,1,1
"3608","63.0%",NA,NA,NA,"Prevalence",NA,1,1
"3609","25.7%",NA,NA,NA,"Prevalence",NA,1,1
"3610","19.6%",NA,NA,NA,"Prevalence",NA,1,1
"3611","11.1%",NA,NA,NA,"Prevalence",NA,1,1
"3612","43.6%",NA,NA,NA,"Prevalence",NA,1,1
"3613","Iridovirus",NA,NA,NA,"Virus","Virus",2,1
"3614","Lethal syndrome",NA,NA,NA,"Disease",NA,1,1
"3615","Ultrastructural studies",NA,NA,NA,"Method",NA,1,1
"3616","Morphological studies",NA,NA,NA,"Method",NA,1,1
"3617","Experimental infection studies",NA,NA,NA,"Method",NA,1,1
"3618","Gel electrophoresis of viral polypeptides",NA,NA,NA,"Method",NA,1,1
"3619","Nucleic acid sequence analysis",NA,NA,NA,"Method",NA,1,1
"3620","Major capsid protein (MCP) gene",NA,NA,NA,"Viral gene",NA,1,1
"3621","Cultured pig frogs",NA,NA,NA,"Laboratory Animal Model",NA,1,1
"3622","Dengue",NA,NA,NA,"Virus",NA,1,1
"3623","Insectivorous",NA,NA,NA,"Diet",NA,1,1
"3624","Frugivorous",NA,NA,NA,"Diet",NA,1,1
"3625","4/12",NA,NA,NA,"Ratio",NA,1,1
"3626","3/19",NA,NA,NA,"Ratio",NA,1,1
"3627","129",NA,NA,NA,"Quantity",NA,1,1
"3628","257",NA,NA,NA,"QuantityValue",NA,1,1
"3629","open stands",NA,NA,NA,"Forest Habitat",NA,1,1
"3630","Gross findings",NA,NA,NA,"Medical examination finding",NA,1,1
"3631","spleen",NA,NA,NA,"Organism anatomical structure",NA,1,1
"3632","reticuloendothelial (RE) cell hyperplasia",NA,NA,NA,"Disease","Pathological Condition",2,2
"3633","intranuclear viral inclusions",NA,NA,NA,"Anatomical Structure","Pathological finding",2,2
"3634","strict sanitation",NA,NA,NA,"HealthcareActivity","Medical Practice",2,2
"3635","mortalities",NA,NA,NA,"Mortality Rate","DiseaseOutcome",2,2
"3636","Brain",NA,NA,NA,"Tissue",NA,1,1
"3637","Avian bornavirus genotype 4",NA,NA,NA,"Virus genotype",NA,1,1
"3638","White-bellied caique",NA,NA,NA,"Bird species",NA,1,1
"3639","One year",NA,NA,NA,"Age",NA,1,1
"3640","Juvenile",NA,NA,NA,"AgeGroup",NA,1,1
"3641","Veterinary attention",NA,NA,NA,"Event",NA,1,1
"3642","Post-mortem findings",NA,NA,NA,"Event",NA,1,1
"3643","Immunohistochemistry",NA,NA,NA,"Laboratory technique",NA,1,1
"3644","Reverse-transcriptase polymerase chain reaction",NA,NA,NA,"Molecular Biology Technique",NA,1,1
"3645","Sequencing",NA,NA,NA,"Molecular Biology Technique",NA,1,1
"3646","Contact",NA,NA,NA,"Veterinary contact",NA,1,1
"3647","Anorexia",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3648","Diarrhea",NA,NA,NA,"Disease",NA,1,1
"3649","Outdoor exhibits",NA,NA,NA,"Enclosure",NA,1,1
"3650","Immunohistochemistry (IHC)",NA,NA,NA,"Diagnostic method",NA,1,1
"3651","In situ hybridization (ISH)",NA,NA,NA,"Diagnostic method",NA,1,1
"3652","Paramyxovirus",NA,NA,NA,"Virus",NA,1,1
"3653","2-23",NA,NA,NA,"Duration",NA,1,1
"3654","1980-1984",NA,NA,NA,"Time Period","Time Period",2,1
"3655","Rabies postexposure prophylaxis",NA,NA,NA,"Therapeutic regimen",NA,1,1
"3656","Rabies endemic areas",NA,NA,NA,"GeographicLocation",NA,1,1
"3657","Severe multifocal hepatic and splenic necrosis",NA,NA,NA,"Disease",NA,1,1
"3658","Pharyngeal ulceration and necrosis",NA,NA,NA,"Pathological lesion",NA,1,1
"3659","Polymerase chain reaction (PCR)",NA,NA,NA,"Laboratory technique",NA,1,1
"3660","serosurvey",NA,NA,NA,NA,"Study",1,1
"3661","September 17, 2001",NA,NA,NA,NA,"Date",1,1
"3662","4",NA,NA,NA,NA,"Number",1,1
"3663","1",NA,NA,NA,NA,"Number",1,1
"3664","16",NA,NA,NA,NA,"Number",1,1
"3665","wild carnivore",NA,NA,NA,NA,"Canis species",1,1
"3666","indicator species",NA,NA,NA,NA,"Biological species used to monitor environmental health",1,1
"3667","adrenal cells",NA,NA,NA,NA,"Cell Type",1,1
"3668","phocine adrenal and kidney cell lines",NA,NA,NA,NA,"Cell Line",1,1
"3669","adrenal tissue homogenate",NA,NA,NA,NA,"Biological sample",1,1
"3670","cell cultures",NA,NA,NA,NA,"biological sample",1,1
"3671","male seals",NA,NA,NA,NA,"Host",1,1
"3672","female seals",NA,NA,NA,NA,"Host",1,1
"3673","birth weight",NA,NA,NA,NA,"Measurement",1,1
"3674","74 of 162",NA,NA,NA,NA,"QuantitativeValue",1,1
"3675","42 of 95",NA,NA,NA,NA,"Fraction",1,1
"3676","32 of 67",NA,NA,NA,NA,"QuantitativeValue",1,1
"3677","Urocyon littoralis",NA,NA,NA,NA,"Species",1,1
"3678","not detected",NA,NA,NA,NA,"Prevalence",1,1
"3679","Mortality",NA,NA,NA,NA,"Biological Phenomenon",1,1
"3680","human granulocytic ehrlichiosis (HGE) agent",NA,NA,NA,NA,"Bacterium",1,1
"3681","ingual lymph node",NA,NA,NA,NA,"Anatomical structure",1,1
"3682","nonhuman host",NA,NA,NA,NA,"Animal",1,1
"3683","eight species",NA,NA,NA,NA,"Biological Taxonomic Group",1,1
"3684","reservoirs of infection",NA,NA,NA,NA,"Biological entities",1,1
"3685","aetiological agents",NA,NA,NA,NA,"Pathogens",1,1
"3686","serum antibody prevalence",NA,NA,NA,NA,"Biological Measure",1,1
"3687","herd",NA,NA,NA,NA,"Animal Group",1,1
"3688","risk of exposure",NA,NA,NA,NA,"Property",1,1
"3689","pathogen prevalence",NA,NA,NA,NA,"Property",1,1
"3690","risk factors",NA,NA,NA,NA,"Biological Factors",1,1
"3691","infectious disease",NA,NA,NA,NA,"Disease",1,1
"3692","marine mammal species",NA,NA,NA,NA,"Animal",1,1
"3693","seropositive results",NA,NA,NA,NA,"MedicalTestResult",1,1
"3694","Leptospira hardjo",NA,NA,NA,NA,"Bacterium",1,1
"3695","Leptospira icterohaemorrhagiae",NA,NA,NA,NA,"Bacterium",1,1
