"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"3140","Gastrointestinal eggs",NA,NA,NA,"Parasitic egg",NA,1,1
"3141","Lungworm larvae",NA,NA,NA,"Parasitic larva",NA,1,1
"3142","Male biased parasitism",NA,NA,NA,"Disease or Disorder",NA,1,1
"3143","Immune response",NA,NA,NA,"Physiological process",NA,1,1
"3144","Community structuring",NA,NA,NA,"Ecological process",NA,1,1
"3145","Biodiversity evolution",NA,NA,NA,"Ecological process",NA,1,1
"3146","Life history strategy",NA,NA,NA,"Biological_process",NA,1,1
"3147","Sex",NA,NA,NA,"BiologicalSex",NA,1,1
"3148","Year",NA,NA,NA,"TimePeriod",NA,1,1
"3149","Enzyme immunoassays",NA,NA,NA,"Laboratory technique",NA,1,1
"3150","Field study",NA,NA,NA,"Observational study",NA,1,1
"3151","Anthelmintic treatment",NA,NA,NA,"Therapeutic protocol",NA,1,1
"3152","Southern Florida",NA,NA,NA,"Region",NA,1,1
"3153","Six counties",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3154","Necropsy",NA,NA,NA,"Medical Examination Procedure",NA,1,1
"3155","Trematode",NA,NA,NA,"Parasitic flatworm",NA,1,1
"3156","Nematode",NA,NA,NA,"Parasitic worm",NA,1,1
"3157","Cestode",NA,NA,NA,"Tapeworm",NA,1,1
"3158","Forrester et al.",NA,NA,NA,"Author",NA,1,1
"3159","Coyotes",NA,NA,NA,"Organism - Animal - Mammal - Carnivore - Canid - Canis latrans",NA,1,1
"3160","Capillaria spp",NA,NA,NA,"Nematode species",NA,1,1
"3161","8",NA,NA,NA,"Number",NA,1,1
"3162","Aleutian disease",NA,NA,NA,"Disease",NA,1,1
"3163","gamma globulin",NA,NA,NA,"Immunoglobulin","Protein",2,2
"3164","plasma protein",NA,NA,NA,"Blood Protein",NA,1,1
"3165","microfilariae",NA,NA,NA,"Parasitic larva",NA,1,1
"3166","2 to 18",NA,NA,NA,"Age range",NA,1,1
"3167","lung parasites",NA,NA,NA,"Parasitic Organism",NA,1,1
"3168","blocks of frozen lungs",NA,NA,NA,"Biological Sample",NA,1,1
"3169","spicule shape and size",NA,NA,NA,"Measurement",NA,1,1
"3170","lateral, internal cuticular ridge",NA,NA,NA,"Anatomical structure","Tissue",2,2
"3171","tapeworm infestation",NA,NA,NA,"Disease",NA,1,1
"3172","tapeworm infection",NA,NA,NA,"Disease",NA,1,1
"3173","parasitic infections",NA,NA,NA,"Disease",NA,1,1
"3174","fecal material",NA,NA,NA,"Waste_Substance","Biological sample",2,2
"3175","lungworm transmission",NA,NA,NA,"Biological Process",NA,1,1
"3176","lungworm prevalence",NA,NA,NA,"Disease prevalence",NA,1,1
"3177","Female L. curvispiculum",NA,NA,NA,"Species",NA,1,1
"3178","male L. curvispiculum",NA,NA,NA,"Male Longistrongylus curvispiculum (nematode parasite)",NA,1,1
"3179","dogs",NA,NA,NA,"Organism group",NA,1,1
"3180","adult tapeworm infections",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3181","stools",NA,NA,NA,"Feces",NA,1,1
"3182","parasite infections",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3183","contact with contaminated items",NA,NA,NA,"Process",NA,1,1
"3184","tabanid vectors",NA,NA,NA,"Insect vectors","Organism",2,2
"3185","crusty, scabby lesions",NA,NA,NA,"Cutaneous lesion",NA,1,1
"3186","debilitation",NA,NA,NA,"Disease_or_Syndrome",NA,1,1
"3187","euthanasia",NA,NA,NA,"Medical Procedure",NA,1,1
"3188","20-60",NA,NA,NA,"Quantity",NA,1,1
"3189","Habitat loss and fragmentation",NA,NA,NA,"Environmental factor",NA,1,1
"3190","forest ecosystem",NA,NA,NA,"Terrestrial Habitat","Habitat",2,2
"3191","behavioural ecology",NA,NA,NA,"Biological Field of Study","Field of study",2,2
"3192","Entopolypoides maaci",NA,NA,NA,"Parasitic protozoan species","Parasite",2,2
"3193","primate",NA,NA,NA,"Non-human primate",NA,1,1
"3194","splencectomy",NA,NA,NA,"Surgical procedure",NA,1,1
"3195","parasitemia",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3196","pride",NA,NA,NA,"Social group of lions",NA,1,1
"3197","gram of faeces",NA,NA,NA,"Unit of Biological Sample",NA,1,1
"3198","Endoparasites",NA,NA,NA,"Parasitic Organism",NA,1,1
"3199","Western lowland gorillas",NA,NA,NA,"Organism - Species",NA,1,1
"3200","2 degrees 51'34''N",NA,NA,NA,"LLM_Default_Classification",NA,1,1
"3201","16 degrees 28'03''E",NA,NA,NA,"LLM_Default_Classification",NA,1,1
"3202","Amoebae",NA,NA,NA,"Protist",NA,1,1
"3203","Entodiniomorph ciliates",NA,NA,NA,"Parasitic protozoa",NA,1,1
"3204","Strongyle/trichostrongyle eggs",NA,NA,NA,"Parasitic worm egg",NA,1,1
"3205","Spirurid",NA,NA,NA,"Nematode parasite",NA,1,1
"3206","Trichuroid",NA,NA,NA,"Nematode genus",NA,1,1
"3207","Trematodes",NA,NA,NA,"Parasitic flatworm",NA,1,1
"3208","Cestodes",NA,NA,NA,"Tapeworm",NA,1,1
"3209","Ecotourism",NA,NA,NA,"Location",NA,1,1
"3210","Health-monitoring program",NA,NA,NA,"Parasitological surveillance program",NA,1,1
"3211","Boabeng-Fiema Monkey Sanctuary",NA,NA,NA,"Wildlife Sanctuary","Location",2,2
"3212","melenic soft feces",NA,NA,NA,"Feces_with_abnormal_characteristics","Clinical finding",2,2
"3213","Southern Cameroon",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3214","Sleeping sickness",NA,NA,NA,"Disease",NA,1,1
"3215","Polymerase chain reaction (PCR)",NA,NA,NA,"Laboratory technique",NA,1,1
"3216","Parasitological method",NA,NA,NA,"Diagnostic test",NA,1,1
"3217","Culture medium",NA,NA,NA,"Biological substance",NA,1,1
"3218","Gulf Coast ticks",NA,NA,NA,"Tick species","Species",2,2
"3219","Nine of 16",NA,NA,NA,"Proportion",NA,1,1
"3220","phlebotomine sandfly",NA,NA,NA,"Insect","Organism",2,2
"3221","nodular lesions",NA,NA,NA,"Pathological anatomical structure","Pathological finding",2,2
"3222","Sarcoptes scabiei",NA,NA,NA,"Parasite species","Parasite",2,2
"3223","tick",NA,NA,NA,"Arthropod Parasite",NA,1,1
"3224","Sarcocysts",NA,NA,NA,"Protozoan cysts",NA,1,1
"3225","sections of heart muscle",NA,NA,NA,"Tissue Sample",NA,1,1
"3226","antibody titers",NA,NA,NA,"Laboratory Test Value",NA,1,1
"3227","65",NA,NA,NA,"Quantity","Quantity",2,1
"3228","captivity",NA,NA,NA,"environmental_location","State of being confined or held in a restricted environment",2,2
"3229","hunting",NA,NA,NA,"Event","Process",2,2
"3230","loss of food trees",NA,NA,NA,"Event",NA,1,1
"3231","environmental pollution",NA,NA,NA,"Event","Process",2,2
"3232","0",NA,NA,NA,"Number",NA,1,1
"3233","FY gene",NA,NA,NA,"Gene",NA,1,1
"3234","DARC",NA,NA,NA,"Gene","Gene",2,1
"3235","malaria-like pathogen",NA,NA,NA,"Protozoan",NA,1,1
"3236","susceptibility",NA,NA,NA,"Disease susceptibility",NA,1,1
"3237","generalist pathogen",NA,NA,NA,"Organism",NA,1,1
"3238","M segment sequences",NA,NA,NA,"Gene segment sequences",NA,1,1
"3239","Nodavirus",NA,NA,NA,"Virus",NA,1,1
"3240","Capsid protein gene",NA,NA,NA,"Viral gene",NA,1,1
"3241","Reverse-transcriptase polymerase chain reaction",NA,NA,NA,"Molecular Biology Technique",NA,1,1
"3242","Viral encephalopathy and retinopathy",NA,NA,NA,"Disease",NA,1,1
"3243","Striped jack nervous necrosis virus",NA,NA,NA,"Nodavirus",NA,1,1
"3244","Barfin flounder nervous necrosis virus",NA,NA,NA,"Virus",NA,1,1
"3245","Barfin flounder",NA,NA,NA,"Organism",NA,1,1
"3246","AH95NorA",NA,NA,NA,"Virus strain",NA,1,1
"3247","Plasmid",NA,NA,NA,"DNA plasmid",NA,1,1
"3248","In vitro transcribed viral RNA",NA,NA,NA,"RNA molecule",NA,1,1
"3249","Borna disease virus RNA",NA,NA,NA,"Viral RNA",NA,1,1
"3250","Borna disease",NA,NA,NA,"Disease",NA,1,1
"3251","diarrhea",NA,NA,NA,"Disease",NA,1,1
"3252","PO BID",NA,NA,NA,"Dosage Regimen",NA,1,1
"3253","Bayesian phylogenetic analysis",NA,NA,NA,"Research Technique",NA,1,1
"3254","maximum likelihood phylogenetic analysis",NA,NA,NA,"Computational Method",NA,1,1
"3255","Hemagglutination inhibition",NA,NA,NA,"Laboratory test",NA,1,1
"3256","Seals",NA,NA,NA,"Organism Species",NA,1,1
"3257","Influenza",NA,NA,NA,"Influenza A virus",NA,1,1
"3258","Juvenile seals",NA,NA,NA,"Animal - Mammal - Pinniped - Seal - Juvenile",NA,1,1
"3259","Tissue",NA,NA,NA,"Biological Tissue Sample",NA,1,1
"3260","survey",NA,NA,NA,"Epidemiological survey",NA,1,1
"3261","Yellow Fever virus",NA,NA,NA,"Virus",NA,1,1
"3262","forest-dwelling mosquito",NA,NA,NA,"Haemagogus leucocelaenus","Vector",2,2
"3263","monkey casualties",NA,NA,NA,"Disease_or_Syndrome_Casualty",NA,1,1
"3264","outbreaks",NA,NA,NA,"Disease Outbreak","Event",2,2
"3265","epizootics",NA,NA,NA,"Disease Outbreak","Event",2,2
"3266","YF-related death",NA,NA,NA,"Disease or Disorder Complication","Event",2,2
"3267","northwestern RGS",NA,NA,NA,"Region",NA,1,1
"3268","region",NA,NA,NA,"GeographicRegion","geographical region",2,2
"3269","HBV",NA,NA,NA,"Virus","Virus",2,1
"3270","hepatocyte receptor",NA,NA,NA,"Cell surface receptor",NA,1,1
"3271","amino acids 27-35",NA,NA,NA,"Peptide","Protein sequence segment",2,2
"3272","lyssavirus",NA,NA,NA,"Virus",NA,1,1
"3273","provinces",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3274","pseudorabies",NA,NA,NA,"Disease","virus",2,2
"3275","Pseudorabies virus",NA,NA,NA,"Virus species","affects",2,2
"3276","13",NA,NA,NA,"Percentage value",NA,1,1
"3277","females",NA,NA,NA,"BiologicalSex",NA,1,1
"3278","eastern part",NA,NA,NA,"GeographicRegion",NA,1,1
"3279","oceanographic campaigns",NA,NA,NA,"Research Expeditions",NA,1,1
"3280","river mouth",NA,NA,NA,"GeographicLocation",NA,1,1
"3281","coast",NA,NA,NA,"GeographicLocation.CoastalRegion","Geographical feature",2,2
"3282","Iridovirus",NA,NA,NA,"Virus",NA,1,1
"3283","Lethal syndrome",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3284","Ultrastructural studies",NA,NA,NA,"Method",NA,1,1
"3285","Morphological studies",NA,NA,NA,"Method",NA,1,1
"3286","Experimental infection studies",NA,NA,NA,"Method",NA,1,1
"3287","Serological reactivity",NA,NA,NA,"Method",NA,1,1
"3288","Gel electrophoresis",NA,NA,NA,"Method",NA,1,1
"3289","Nucleic acid sequence analysis",NA,NA,NA,"Method",NA,1,1
"3290","Major capsid protein (MCP) gene",NA,NA,NA,"Viral gene",NA,1,1
"3291","Cultured pig frogs",NA,NA,NA,"Laboratory Animal Model",NA,1,1
"3292","cottontail rabbit",NA,NA,NA,"Species",NA,1,1
"3293","lesions",NA,NA,NA,"Cutaneous neoplasm","Dermatological Condition",2,2
"3294","Dengue",NA,NA,NA,"Virus",NA,1,1
"3295","Insectivorous",NA,NA,NA,"Diet",NA,1,1
"3296","Frugivorous",NA,NA,NA,"Diet type",NA,1,1
"3297","Rainy season",NA,NA,NA,"SeasonalPeriod",NA,1,1
"3298","35",NA,NA,NA,"Sample size","Number",2,2
"3299","open stands",NA,NA,NA,"Forest Habitat","Forest Stand",2,2
"3300","CTF",NA,NA,NA,"Disease","Disease",2,1
"3301","ring-necked pheasants",NA,NA,NA,"Organism Species",NA,1,1
"3302","type II avian adenovirus",NA,NA,NA,"Virus","Virus",2,1
"3303","reticuloendothelial (RE) cell hyperplasia",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3304","Pheasant",NA,NA,NA,"Bird species",NA,1,1
"3305","White-bellied caique",NA,NA,NA,"Species",NA,1,1
"3306","Psittacine birds",NA,NA,NA,"Organism",NA,1,1
"3307","Neurological disease",NA,NA,NA,"Disease of the nervous system",NA,1,1
"3308","Chronic wasting",NA,NA,NA,"Disease",NA,1,1
"3309","Weakness",NA,NA,NA,"Disease_or_Syndrome",NA,1,1
"3310","Ataxia",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3311","Mild non-suppurative encephalitis",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3312","Degenerative encephalopathy",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3313","Lymphoplasmacytic myenteric ganglioneuritis",NA,NA,NA,"Disease",NA,1,1
"3314","Proventriculus",NA,NA,NA,"Tissue",NA,1,1
"3315","Sciatic nerves",NA,NA,NA,"Tissue",NA,1,1
"3316","Aviary",NA,NA,NA,"Enclosure for birds",NA,1,1
"3317","Measles",NA,NA,NA,"Disease",NA,1,1
"3318","Immunohistochemistry (IHC)",NA,NA,NA,"Diagnostic method",NA,1,1
"3319","In situ hybridization (ISH)",NA,NA,NA,"Diagnostic method",NA,1,1
"3320","1971-1984",NA,NA,NA,"Time Period","Time Period",2,1
"3321","Raccoon",NA,NA,NA,"Organism",NA,1,1
"3322","Rabies postexposure prophylaxis",NA,NA,NA,"Therapeutic regimen",NA,1,1
"3323","Epizootic",NA,NA,NA,"Disease Outbreak",NA,1,1
"3324","necropsy",NA,NA,NA,"Medical Examination",NA,1,1
"3325","pharyngeal ulceration",NA,NA,NA,"Disease or Syndrome","Pathological finding",2,2
"3326","Four",NA,NA,NA,"Quantity",NA,1,1
"3327","wild mammals",NA,NA,NA,NA,"Animal",1,1
"3328","serovars",NA,NA,NA,NA,"Bacterial strains",1,1
"3329","serovar pomona",NA,NA,NA,NA,"Leptospira serovar",1,1
"3330","serovar icterohemorrhagiae",NA,NA,NA,NA,"Leptospira serovar",1,1
"3331","serovar canicola",NA,NA,NA,NA,"Leptospira serovar",1,1
"3332","serovar hardjo",NA,NA,NA,NA,"Leptospira serovar",1,1
"3333","serovar grippotyphosa",NA,NA,NA,NA,"Leptospira serovar",1,1
"3334","zoonotic disease",NA,NA,NA,NA,"Disease",1,1
"3335","serosurvey",NA,NA,NA,NA,"Process",1,1
"3336","free-ranging jackals",NA,NA,NA,NA,"Host",1,1
"3337","14",NA,NA,NA,NA,"Number",1,1
"3338","antibodies to CPV-2",NA,NA,NA,NA,"Biological Molecules",1,1
"3339","antibodies to CDV",NA,NA,NA,NA,"Biological molecule",1,1
"3340","wild carnivore",NA,NA,NA,NA,"Organism",1,1
"3341","canids",NA,NA,NA,NA,"Organism",1,1
"3342","adrenal tissue",NA,NA,NA,NA,"Organ",1,1
"3343","42 of 95",NA,NA,NA,NA,"Ratio",1,1
"3344","32 of 67",NA,NA,NA,NA,"Ratio",1,1
"3345","47%",NA,NA,NA,NA,"Percentage",1,1
"3346","74 of 162",NA,NA,NA,NA,"Percentage",1,1
"3347","45%",NA,NA,NA,NA,"Percentage",1,1
"3348","100 nm",NA,NA,NA,NA,"Measurement",1,1
"3349","160 nm",NA,NA,NA,NA,"Measurement",1,1
"3350","rehabilitation",NA,NA,NA,NA,"Process",1,1
"3351","live stranding",NA,NA,NA,NA,"Event",1,1
"3352","low",NA,NA,NA,NA,"Prevalence",1,1
"3353","threatened species",NA,NA,NA,NA,"Biological classification",1,1
"3354","pairwise similarity",NA,NA,NA,NA,"Biological Sequence Similarity Measure",1,1
"3355","gliosis",NA,NA,NA,NA,"Medical Condition",1,1
"3356","cloissone",NA,NA,NA,NA,"Typo",1,1
"3357","high-mortality disease",NA,NA,NA,NA,"Disease",1,1
"3358","morphologic differences",NA,NA,NA,NA,"Biological Feature",1,1
"3359","physiologic differences",NA,NA,NA,NA,"Biological Process",1,1
"3360","1/5",NA,NA,NA,NA,"Measurement",1,1
"3361","3/5",NA,NA,NA,NA,"Measurement",1,1
"3362","5/5",NA,NA,NA,NA,"Measurement",1,1
"3363","single deer",NA,NA,NA,NA,"Host",1,1
"3364","aetiological agents",NA,NA,NA,NA,"Pathogens",1,1
"3365","majority of the pathogens",NA,NA,NA,NA,"Biological entity",1,1
"3366","fewer pathogens",NA,NA,NA,NA,"Biological Concept",1,1
"3367","no antibodies",NA,NA,NA,NA,"NegativeResult",1,1
"3368","African horse sickness antibodies",NA,NA,NA,NA,"Biological molecule",1,1
"3369","widespread dissemination",NA,NA,NA,NA,"Pathological process",1,1
"3370","herd",NA,NA,NA,NA,"Animal Group",1,1
"3371","serum antibody",NA,NA,NA,NA,"Biological Molecule",1,1
"3372","risk",NA,NA,NA,NA,"Health risk",1,1
"3373","transmission",NA,NA,NA,NA,"Event",1,1
"3374","pathogen presence",NA,NA,NA,NA,"Biological Condition",1,1
"3375","pathogen prevalence",NA,NA,NA,NA,"Biological Measure",1,1
"3376","study region",NA,NA,NA,NA,"Geographical Area",1,1
"3377","Leptospira icterohaemorrhagiae",NA,NA,NA,NA,"Bacteria",1,1
"3378","Brucella canis",NA,NA,NA,NA,"Bacterial species",1,1
"3379","serology",NA,NA,NA,NA,"Test",1,1
"3380","infectious disease",NA,NA,NA,NA,"Disease",1,1
"3381","several sites",NA,NA,NA,NA,"Geographical locations",1,1
"3382","high prevalence",NA,NA,NA,NA,"Property",1,1
"3383","increased significantly",NA,NA,NA,NA,"Property",1,1
"3384","as a function of age",NA,NA,NA,NA,"Property",1,1
"3385","wild deer",NA,NA,NA,NA,"Animal",1,1
"3386","non-specific PCR products",NA,NA,NA,NA,"Process",1,1
"3387","ehrlichial pathogens",NA,NA,NA,NA,"Bacterial species",1,1
"3388","area",NA,NA,NA,NA,"Geographical Area",1,1
"3389","monitoring",NA,NA,NA,NA,"Medical Surveillance",1,1
"3390","black-tailed jackrabbits",NA,NA,NA,NA,"Mammal",1,1
"3391","indirect and direct immunofluorescence",NA,NA,NA,NA,"Laboratory Technique",1,1
"3392","58 of 73 (79%)",NA,NA,NA,NA,"Percentage",1,1
"3393","one of 26 (4%)",NA,NA,NA,NA,"Percentage",1,1
"3394","two of 10 (20%)",NA,NA,NA,NA,"Percentage",1,1
"3395","two of 174 (1%)",NA,NA,NA,NA,"QuantitativeValue",1,1
"3396","infected",NA,NA,NA,NA,"Medical Condition",1,1
"3397","female",NA,NA,NA,NA,"Gender",1,1
"3398","infestation",NA,NA,NA,NA,"Disease",1,1
"3399","four ticks",NA,NA,NA,NA,"Organism",1,1
"3400","15% of 40",NA,NA,NA,NA,"Percentage",1,1
"3401","geographical overlap",NA,NA,NA,NA,"Geographical Concept",1,1
"3402","borreliae",NA,NA,NA,NA,"Bacteria",1,1
"3403","serosurveys",NA,NA,NA,NA,"Medical Research Method",1,1
"3404","clinical samples",NA,NA,NA,NA,"Biological specimens",1,1
"3405","incident case",NA,NA,NA,NA,"Medical Condition",1,1
"3406","group size reduction",NA,NA,NA,NA,"Process",1,1
"3407","polar bear",NA,NA,NA,NA,"animal species",1,1
"3408","live-captured bears",NA,NA,NA,NA,"Animal",1,1
"3409","gene encoding beta2-toxin",NA,NA,NA,NA,"Gene",1,1
"3410","normal inhabitant",NA,NA,NA,NA,"Microorganism",1,1
"3411","site-specific geographic association",NA,NA,NA,NA,"Geographic Correlation",1,1
"3412","vector",NA,NA,NA,NA,"Disease vector",1,1
"3413","natural vector",NA,NA,NA,NA,"biological vector",1,1
"3414","strong evidence",NA,NA,NA,NA,"Evidence",1,1
"3415","S. aureus",NA,NA,NA,NA,"Bacterial species",1,1
"3416","interspecies transmission",NA,NA,NA,NA,"Process",1,1
"3417","risk of contact",NA,NA,NA,NA,"Process",1,1
"3418","Leptospira interrogans",NA,NA,NA,NA,"Bacterium",1,1
"3419","Leptospira kirschneri",NA,NA,NA,NA,"Bacterial species",1,1
"3420","peridomestic rats",NA,NA,NA,NA,"Animal",1,1
"3421","diseased",NA,NA,NA,NA,"Property",1,1
"3422","characterizations",NA,NA,NA,NA,"Process",1,1
"3423","pathogen",NA,NA,NA,NA,"Bacterium",1,1
"3424","type strain",NA,NA,NA,NA,"Property",1,1
"3425","coast of southern New England",NA,NA,NA,NA,"Geographical Location",1,1
"3426","21",NA,NA,NA,NA,"Year",1,1
"3427","tissue samples",NA,NA,NA,NA,"Tissue",1,1
"3428","acid-fast rods",NA,NA,NA,NA,"Bacteria",1,1
"3429","smear",NA,NA,NA,NA,"Process",1,1
"3430","IS900 restriction fragment length polymorphism (RFLP) analysis",NA,NA,NA,NA,"Process",1,1
"3431","one",NA,NA,NA,NA,"Cardinality",1,1
"3432","zoonotic pathogen",NA,NA,NA,NA,"Property",1,1
"3433","serotypes",NA,NA,NA,NA,"Property",1,1
"3434","90",NA,NA,NA,NA,"Percentage",1,1
"3435","87",NA,NA,NA,NA,"Page number",1,1
"3436","fresh faecal samples",NA,NA,NA,NA,"Sample",1,1
"3437","zoonotic intestinal parasites",NA,NA,NA,NA,"Disease",1,1
"3438","microscopic examination",NA,NA,NA,NA,"Process",1,1
"3439","27.1%",NA,NA,NA,NA,"Prevalence",1,1
"3440","37.3%",NA,NA,NA,NA,"Prevalence",1,1
"3441","8.5%",NA,NA,NA,NA,"Prevalence",1,1
"3442","10.2%",NA,NA,NA,NA,"Prevalence",1,1
"3443","20.3%",NA,NA,NA,NA,"Prevalence",1,1
"3444","83.1%",NA,NA,NA,NA,"Prevalence",1,1
"3445","16.9%",NA,NA,NA,NA,"Prevalence",1,1
"3446","3.3%",NA,NA,NA,NA,"Prevalence",1,1
"3447","13.3%",NA,NA,NA,NA,"Prevalence",1,1
"3448","11.9%",NA,NA,NA,NA,"Prevalence",1,1
"3449","36.6%",NA,NA,NA,NA,"Prevalence",1,1
"3450","4.9%",NA,NA,NA,NA,"Prevalence",1,1
"3451","61.0%",NA,NA,NA,NA,"Prevalence",1,1
"3452","24.4%",NA,NA,NA,NA,"Prevalence",1,1
"3453","34.2%",NA,NA,NA,NA,"Prevalence",1,1
"3454","22.0%",NA,NA,NA,NA,"Prevalence",1,1
"3455","29.3%",NA,NA,NA,NA,"Prevalence",1,1
"3456","3 gm",NA,NA,NA,NA,"Measurement",1,1
"3457","high risk",NA,NA,NA,NA,"Health Condition",1,1
"3458","parasitic infection",NA,NA,NA,NA,"Disease",1,1
"3459","Human",NA,NA,NA,NA,"Biological organism",1,1
"3460","human modified habitats",NA,NA,NA,NA,"Environmental Feature",1,1
"3461","zoonotic helminth",NA,NA,NA,NA,"parasitic worm",1,1
"3462","wild non-human primates",NA,NA,NA,NA,"Host",1,1
"3463","human–wildlife interactions",NA,NA,NA,NA,"Biological Interaction",1,1
"3464","disease interactions",NA,NA,NA,NA,"Biological Interaction",1,1
"3465","human–non-human primate transmission",NA,NA,NA,NA,"Process",1,1
"3466","foraging",NA,NA,NA,NA,"Process",1,1
"3467","standard quantitative centrifugation concentration techniques",NA,NA,NA,NA,"Process",1,1
"3468","Antigen capture enzyme-linked immunosorbent assays",NA,NA,NA,NA,"Process",1,1
"3469","Giardia sp.",NA,NA,NA,NA,"Parasite",1,1
"3470","ecological processes",NA,NA,NA,NA,"Biological Process",1,1
"3471","evolutionary processes",NA,NA,NA,NA,"Biological Process",1,1
"3472","chacma baboon",NA,NA,NA,NA,"host",1,1
"3473","group",NA,NA,NA,NA,"Organism",1,1
"3474","parasite encounter",NA,NA,NA,NA,"Biological Event",1,1
"3475","terrestrial",NA,NA,NA,NA,"Habitat type",1,1
"3476","subtropical",NA,NA,NA,NA,"Climate type",1,1
"3477","vertebrate",NA,NA,NA,NA,"Organism",1,1
"3478","nine nematodes",NA,NA,NA,NA,"Biological species",1,1
"3479","four protozoa",NA,NA,NA,NA,"Protozoa",1,1
"3480","82 fecal samples",NA,NA,NA,NA,"Measurement",1,1
"3481","Mean",NA,NA,NA,NA,"Measurement",1,1
"3482","SD",NA,NA,NA,NA,"Measurement",1,1
"3483","species per individual skunk",NA,NA,NA,NA,"Measurement",1,1
"3484","other skunk species",NA,NA,NA,NA,"Animal",1,1
"3485","biodiversity",NA,NA,NA,NA,"Ecological concept",1,1
"3486","life history strategy",NA,NA,NA,NA,"Biological concept",1,1
"3487","response",NA,NA,NA,NA,"Process",1,1
"3488","hormones",NA,NA,NA,NA,"Organism",1,1
"3489","bias",NA,NA,NA,NA,"Property",1,1
"3490","free ranging",NA,NA,NA,NA,"Property",1,1
"3491","faecal",NA,NA,NA,NA,"Tissue",1,1
"3492","metabolites",NA,NA,NA,NA,"Organism",1,1
"3493","male biased parasitism",NA,NA,NA,NA,"Biological Phenomenon",1,1
